"","title","geo_accession","status","submission_date","last_update_date","type","channel_count","source_name_ch1","organism_ch1","characteristics_ch1","treatment_protocol_ch1","growth_protocol_ch1","molecule_ch1","extract_protocol_ch1","label_ch1","label_protocol_ch1","taxid_ch1","hyb_protocol","scan_protocol","description","data_processing","data_processing.1","data_processing.2","platform_id","contact_name","contact_institute","contact_address","contact_city","contact_zip/postal_code","contact_country","supplementary_file","data_row_count","disease state:ch1"
"GSM616630","OSCC tumor_3116T","GSM616630","Public on Sep 01 2011","Nov 03 2010","Sep 01 2011","RNA","1","OSCC  specimens","Homo sapiens","disease state: tumor","OSCC tissues were surgical dissected and immediately froze in liquid nitrogen until use","None","total RNA","Total RNA was isolated from tissue using the Qiagen RNeasy Mini Kit (Qiagen, Germantown, MD, USA) according to the manufacturer’s protocol.","biotin","As per manufacturer (Affymetrix)","9606","As per manufacturer (Affymetrix)","Affymetrix Gene ChIP Scanner 3000","patient with OSCC","Data were processed using Partek software. Gene level expression were summarized from the corrected intensities and then quantile normalized.","probe group file: HuEx-1_0-st-v2.r2.pgf","meta-probeset file: HuEx-1_0-st-v2.r2.dt1.hg18.core.mps","GPL5175","Chien-Hua,,Peng","Chang Gung Memorial Hospital ","No. 5, Fu-Hsing ST.","Taoyuan","33305","Taiwan","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM616nnn/GSM616630/suppl/GSM616630.CEL.gz","17881","tumor"
"GSM616631","OSCC tumor_3149T","GSM616631","Public on Sep 01 2011","Nov 03 2010","Sep 01 2011","RNA","1","OSCC  specimens","Homo sapiens","disease state: tumor","OSCC tissues were surgical dissected and immediately froze in liquid nitrogen until use","None","total RNA","Total RNA was isolated from tissue using the Qiagen RNeasy Mini Kit (Qiagen, Germantown, MD, USA) according to the manufacturer’s protocol.","biotin","As per manufacturer (Affymetrix)","9606","As per manufacturer (Affymetrix)","Affymetrix Gene ChIP Scanner 3000","patient with OSCC","Data were processed using Partek software. Gene level expression were summarized from the corrected intensities and then quantile normalized.","probe group file: HuEx-1_0-st-v2.r2.pgf","meta-probeset file: HuEx-1_0-st-v2.r2.dt1.hg18.core.mps","GPL5175","Chien-Hua,,Peng","Chang Gung Memorial Hospital ","No. 5, Fu-Hsing ST.","Taoyuan","33305","Taiwan","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM616nnn/GSM616631/suppl/GSM616631.CEL.gz","17881","tumor"
"GSM616632","OSCC tumor_3157T","GSM616632","Public on Sep 01 2011","Nov 03 2010","Sep 01 2011","RNA","1","OSCC  specimens","Homo sapiens","disease state: tumor","OSCC tissues were surgical dissected and immediately froze in liquid nitrogen until use","None","total RNA","Total RNA was isolated from tissue using the Qiagen RNeasy Mini Kit (Qiagen, Germantown, MD, USA) according to the manufacturer’s protocol.","biotin","As per manufacturer (Affymetrix)","9606","As per manufacturer (Affymetrix)","Affymetrix Gene ChIP Scanner 3000","patient with OSCC","Data were processed using Partek software. Gene level expression were summarized from the corrected intensities and then quantile normalized.","probe group file: HuEx-1_0-st-v2.r2.pgf","meta-probeset file: HuEx-1_0-st-v2.r2.dt1.hg18.core.mps","GPL5175","Chien-Hua,,Peng","Chang Gung Memorial Hospital ","No. 5, Fu-Hsing ST.","Taoyuan","33305","Taiwan","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM616nnn/GSM616632/suppl/GSM616632.CEL.gz","17881","tumor"
"GSM616633","OSCC tumor_3191T","GSM616633","Public on Sep 01 2011","Nov 03 2010","Sep 01 2011","RNA","1","OSCC  specimens","Homo sapiens","disease state: tumor","OSCC tissues were surgical dissected and immediately froze in liquid nitrogen until use","None","total RNA","Total RNA was isolated from tissue using the Qiagen RNeasy Mini Kit (Qiagen, Germantown, MD, USA) according to the manufacturer’s protocol.","biotin","As per manufacturer (Affymetrix)","9606","As per manufacturer (Affymetrix)","Affymetrix Gene ChIP Scanner 3000","patient with OSCC","Data were processed using Partek software. Gene level expression were summarized from the corrected intensities and then quantile normalized.","probe group file: HuEx-1_0-st-v2.r2.pgf","meta-probeset file: HuEx-1_0-st-v2.r2.dt1.hg18.core.mps","GPL5175","Chien-Hua,,Peng","Chang Gung Memorial Hospital ","No. 5, Fu-Hsing ST.","Taoyuan","33305","Taiwan","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM616nnn/GSM616633/suppl/GSM616633.CEL.gz","17881","tumor"
"GSM616634","OSCC tumor_3234T","GSM616634","Public on Sep 01 2011","Nov 03 2010","Sep 01 2011","RNA","1","OSCC  specimens","Homo sapiens","disease state: tumor","OSCC tissues were surgical dissected and immediately froze in liquid nitrogen until use","None","total RNA","Total RNA was isolated from tissue using the Qiagen RNeasy Mini Kit (Qiagen, Germantown, MD, USA) according to the manufacturer’s protocol.","biotin","As per manufacturer (Affymetrix)","9606","As per manufacturer (Affymetrix)","Affymetrix Gene ChIP Scanner 3000","patient with OSCC","Data were processed using Partek software. Gene level expression were summarized from the corrected intensities and then quantile normalized.","probe group file: HuEx-1_0-st-v2.r2.pgf","meta-probeset file: HuEx-1_0-st-v2.r2.dt1.hg18.core.mps","GPL5175","Chien-Hua,,Peng","Chang Gung Memorial Hospital ","No. 5, Fu-Hsing ST.","Taoyuan","33305","Taiwan","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM616nnn/GSM616634/suppl/GSM616634.CEL.gz","17881","tumor"
"GSM616635","OSCC tumor_3243T","GSM616635","Public on Sep 01 2011","Nov 03 2010","Sep 01 2011","RNA","1","OSCC  specimens","Homo sapiens","disease state: tumor","OSCC tissues were surgical dissected and immediately froze in liquid nitrogen until use","None","total RNA","Total RNA was isolated from tissue using the Qiagen RNeasy Mini Kit (Qiagen, Germantown, MD, USA) according to the manufacturer’s protocol.","biotin","As per manufacturer (Affymetrix)","9606","As per manufacturer (Affymetrix)","Affymetrix Gene ChIP Scanner 3000","patient with OSCC","Data were processed using Partek software. Gene level expression were summarized from the corrected intensities and then quantile normalized.","probe group file: HuEx-1_0-st-v2.r2.pgf","meta-probeset file: HuEx-1_0-st-v2.r2.dt1.hg18.core.mps","GPL5175","Chien-Hua,,Peng","Chang Gung Memorial Hospital ","No. 5, Fu-Hsing ST.","Taoyuan","33305","Taiwan","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM616nnn/GSM616635/suppl/GSM616635.CEL.gz","17881","tumor"
"GSM616636","OSCC tumor_3244T","GSM616636","Public on Sep 01 2011","Nov 03 2010","Sep 01 2011","RNA","1","OSCC  specimens","Homo sapiens","disease state: tumor","OSCC tissues were surgical dissected and immediately froze in liquid nitrogen until use","None","total RNA","Total RNA was isolated from tissue using the Qiagen RNeasy Mini Kit (Qiagen, Germantown, MD, USA) according to the manufacturer’s protocol.","biotin","As per manufacturer (Affymetrix)","9606","As per manufacturer (Affymetrix)","Affymetrix Gene ChIP Scanner 3000","patient with OSCC","Data were processed using Partek software. Gene level expression were summarized from the corrected intensities and then quantile normalized.","probe group file: HuEx-1_0-st-v2.r2.pgf","meta-probeset file: HuEx-1_0-st-v2.r2.dt1.hg18.core.mps","GPL5175","Chien-Hua,,Peng","Chang Gung Memorial Hospital ","No. 5, Fu-Hsing ST.","Taoyuan","33305","Taiwan","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM616nnn/GSM616636/suppl/GSM616636.CEL.gz","17881","tumor"
"GSM616637","OSCC tumor_3246T","GSM616637","Public on Sep 01 2011","Nov 03 2010","Sep 01 2011","RNA","1","OSCC  specimens","Homo sapiens","disease state: tumor","OSCC tissues were surgical dissected and immediately froze in liquid nitrogen until use","None","total RNA","Total RNA was isolated from tissue using the Qiagen RNeasy Mini Kit (Qiagen, Germantown, MD, USA) according to the manufacturer’s protocol.","biotin","As per manufacturer (Affymetrix)","9606","As per manufacturer (Affymetrix)","Affymetrix Gene ChIP Scanner 3000","patient with OSCC","Data were processed using Partek software. Gene level expression were summarized from the corrected intensities and then quantile normalized.","probe group file: HuEx-1_0-st-v2.r2.pgf","meta-probeset file: HuEx-1_0-st-v2.r2.dt1.hg18.core.mps","GPL5175","Chien-Hua,,Peng","Chang Gung Memorial Hospital ","No. 5, Fu-Hsing ST.","Taoyuan","33305","Taiwan","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM616nnn/GSM616637/suppl/GSM616637.CEL.gz","17881","tumor"
"GSM616638","OSCC tumor_3265T","GSM616638","Public on Sep 01 2011","Nov 03 2010","Sep 01 2011","RNA","1","OSCC  specimens","Homo sapiens","disease state: tumor","OSCC tissues were surgical dissected and immediately froze in liquid nitrogen until use","None","total RNA","Total RNA was isolated from tissue using the Qiagen RNeasy Mini Kit (Qiagen, Germantown, MD, USA) according to the manufacturer’s protocol.","biotin","As per manufacturer (Affymetrix)","9606","As per manufacturer (Affymetrix)","Affymetrix Gene ChIP Scanner 3000","patient with OSCC","Data were processed using Partek software. Gene level expression were summarized from the corrected intensities and then quantile normalized.","probe group file: HuEx-1_0-st-v2.r2.pgf","meta-probeset file: HuEx-1_0-st-v2.r2.dt1.hg18.core.mps","GPL5175","Chien-Hua,,Peng","Chang Gung Memorial Hospital ","No. 5, Fu-Hsing ST.","Taoyuan","33305","Taiwan","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM616nnn/GSM616638/suppl/GSM616638.CEL.gz","17881","tumor"
"GSM616639","OSCC tumor_3268T","GSM616639","Public on Sep 01 2011","Nov 03 2010","Sep 01 2011","RNA","1","OSCC  specimens","Homo sapiens","disease state: tumor","OSCC tissues were surgical dissected and immediately froze in liquid nitrogen until use","None","total RNA","Total RNA was isolated from tissue using the Qiagen RNeasy Mini Kit (Qiagen, Germantown, MD, USA) according to the manufacturer’s protocol.","biotin","As per manufacturer (Affymetrix)","9606","As per manufacturer (Affymetrix)","Affymetrix Gene ChIP Scanner 3000","patient with OSCC","Data were processed using Partek software. Gene level expression were summarized from the corrected intensities and then quantile normalized.","probe group file: HuEx-1_0-st-v2.r2.pgf","meta-probeset file: HuEx-1_0-st-v2.r2.dt1.hg18.core.mps","GPL5175","Chien-Hua,,Peng","Chang Gung Memorial Hospital ","No. 5, Fu-Hsing ST.","Taoyuan","33305","Taiwan","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM616nnn/GSM616639/suppl/GSM616639.CEL.gz","17881","tumor"
"GSM616640","OSCC tumor_3272T","GSM616640","Public on Sep 01 2011","Nov 03 2010","Sep 01 2011","RNA","1","OSCC  specimens","Homo sapiens","disease state: tumor","OSCC tissues were surgical dissected and immediately froze in liquid nitrogen until use","None","total RNA","Total RNA was isolated from tissue using the Qiagen RNeasy Mini Kit (Qiagen, Germantown, MD, USA) according to the manufacturer’s protocol.","biotin","As per manufacturer (Affymetrix)","9606","As per manufacturer (Affymetrix)","Affymetrix Gene ChIP Scanner 3000","patient with OSCC","Data were processed using Partek software. Gene level expression were summarized from the corrected intensities and then quantile normalized.","probe group file: HuEx-1_0-st-v2.r2.pgf","meta-probeset file: HuEx-1_0-st-v2.r2.dt1.hg18.core.mps","GPL5175","Chien-Hua,,Peng","Chang Gung Memorial Hospital ","No. 5, Fu-Hsing ST.","Taoyuan","33305","Taiwan","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM616nnn/GSM616640/suppl/GSM616640.CEL.gz","17881","tumor"
"GSM616641","OSCC tumor_3282T","GSM616641","Public on Sep 01 2011","Nov 03 2010","Sep 01 2011","RNA","1","OSCC  specimens","Homo sapiens","disease state: tumor","OSCC tissues were surgical dissected and immediately froze in liquid nitrogen until use","None","total RNA","Total RNA was isolated from tissue using the Qiagen RNeasy Mini Kit (Qiagen, Germantown, MD, USA) according to the manufacturer’s protocol.","biotin","As per manufacturer (Affymetrix)","9606","As per manufacturer (Affymetrix)","Affymetrix Gene ChIP Scanner 3000","patient with OSCC","Data were processed using Partek software. Gene level expression were summarized from the corrected intensities and then quantile normalized.","probe group file: HuEx-1_0-st-v2.r2.pgf","meta-probeset file: HuEx-1_0-st-v2.r2.dt1.hg18.core.mps","GPL5175","Chien-Hua,,Peng","Chang Gung Memorial Hospital ","No. 5, Fu-Hsing ST.","Taoyuan","33305","Taiwan","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM616nnn/GSM616641/suppl/GSM616641.CEL.gz","17881","tumor"
"GSM616642","OSCC tumor_3283T","GSM616642","Public on Sep 01 2011","Nov 03 2010","Sep 01 2011","RNA","1","OSCC  specimens","Homo sapiens","disease state: tumor","OSCC tissues were surgical dissected and immediately froze in liquid nitrogen until use","None","total RNA","Total RNA was isolated from tissue using the Qiagen RNeasy Mini Kit (Qiagen, Germantown, MD, USA) according to the manufacturer’s protocol.","biotin","As per manufacturer (Affymetrix)","9606","As per manufacturer (Affymetrix)","Affymetrix Gene ChIP Scanner 3000","patient with OSCC","Data were processed using Partek software. Gene level expression were summarized from the corrected intensities and then quantile normalized.","probe group file: HuEx-1_0-st-v2.r2.pgf","meta-probeset file: HuEx-1_0-st-v2.r2.dt1.hg18.core.mps","GPL5175","Chien-Hua,,Peng","Chang Gung Memorial Hospital ","No. 5, Fu-Hsing ST.","Taoyuan","33305","Taiwan","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM616nnn/GSM616642/suppl/GSM616642.CEL.gz","17881","tumor"
"GSM616643","OSCC tumor_3294T","GSM616643","Public on Sep 01 2011","Nov 03 2010","Sep 01 2011","RNA","1","OSCC  specimens","Homo sapiens","disease state: tumor","OSCC tissues were surgical dissected and immediately froze in liquid nitrogen until use","None","total RNA","Total RNA was isolated from tissue using the Qiagen RNeasy Mini Kit (Qiagen, Germantown, MD, USA) according to the manufacturer’s protocol.","biotin","As per manufacturer (Affymetrix)","9606","As per manufacturer (Affymetrix)","Affymetrix Gene ChIP Scanner 3000","patient with OSCC","Data were processed using Partek software. Gene level expression were summarized from the corrected intensities and then quantile normalized.","probe group file: HuEx-1_0-st-v2.r2.pgf","meta-probeset file: HuEx-1_0-st-v2.r2.dt1.hg18.core.mps","GPL5175","Chien-Hua,,Peng","Chang Gung Memorial Hospital ","No. 5, Fu-Hsing ST.","Taoyuan","33305","Taiwan","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM616nnn/GSM616643/suppl/GSM616643.CEL.gz","17881","tumor"
"GSM616644","OSCC tumor_3306T","GSM616644","Public on Sep 01 2011","Nov 03 2010","Sep 01 2011","RNA","1","OSCC  specimens","Homo sapiens","disease state: tumor","OSCC tissues were surgical dissected and immediately froze in liquid nitrogen until use","None","total RNA","Total RNA was isolated from tissue using the Qiagen RNeasy Mini Kit (Qiagen, Germantown, MD, USA) according to the manufacturer’s protocol.","biotin","As per manufacturer (Affymetrix)","9606","As per manufacturer (Affymetrix)","Affymetrix Gene ChIP Scanner 3000","patient with OSCC","Data were processed using Partek software. Gene level expression were summarized from the corrected intensities and then quantile normalized.","probe group file: HuEx-1_0-st-v2.r2.pgf","meta-probeset file: HuEx-1_0-st-v2.r2.dt1.hg18.core.mps","GPL5175","Chien-Hua,,Peng","Chang Gung Memorial Hospital ","No. 5, Fu-Hsing ST.","Taoyuan","33305","Taiwan","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM616nnn/GSM616644/suppl/GSM616644.CEL.gz","17881","tumor"
"GSM616645","OSCC tumor_3326T","GSM616645","Public on Sep 01 2011","Nov 03 2010","Sep 01 2011","RNA","1","OSCC  specimens","Homo sapiens","disease state: tumor","OSCC tissues were surgical dissected and immediately froze in liquid nitrogen until use","None","total RNA","Total RNA was isolated from tissue using the Qiagen RNeasy Mini Kit (Qiagen, Germantown, MD, USA) according to the manufacturer’s protocol.","biotin","As per manufacturer (Affymetrix)","9606","As per manufacturer (Affymetrix)","Affymetrix Gene ChIP Scanner 3000","patient with OSCC","Data were processed using Partek software. Gene level expression were summarized from the corrected intensities and then quantile normalized.","probe group file: HuEx-1_0-st-v2.r2.pgf","meta-probeset file: HuEx-1_0-st-v2.r2.dt1.hg18.core.mps","GPL5175","Chien-Hua,,Peng","Chang Gung Memorial Hospital ","No. 5, Fu-Hsing ST.","Taoyuan","33305","Taiwan","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM616nnn/GSM616645/suppl/GSM616645.CEL.gz","17881","tumor"
"GSM616646","OSCC tumor_3383T","GSM616646","Public on Sep 01 2011","Nov 03 2010","Sep 01 2011","RNA","1","OSCC  specimens","Homo sapiens","disease state: tumor","OSCC tissues were surgical dissected and immediately froze in liquid nitrogen until use","None","total RNA","Total RNA was isolated from tissue using the Qiagen RNeasy Mini Kit (Qiagen, Germantown, MD, USA) according to the manufacturer’s protocol.","biotin","As per manufacturer (Affymetrix)","9606","As per manufacturer (Affymetrix)","Affymetrix Gene ChIP Scanner 3000","patient with OSCC","Data were processed using Partek software. Gene level expression were summarized from the corrected intensities and then quantile normalized.","probe group file: HuEx-1_0-st-v2.r2.pgf","meta-probeset file: HuEx-1_0-st-v2.r2.dt1.hg18.core.mps","GPL5175","Chien-Hua,,Peng","Chang Gung Memorial Hospital ","No. 5, Fu-Hsing ST.","Taoyuan","33305","Taiwan","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM616nnn/GSM616646/suppl/GSM616646.CEL.gz","17881","tumor"
"GSM616647","OSCC tumor_4004T","GSM616647","Public on Sep 01 2011","Nov 03 2010","Sep 01 2011","RNA","1","OSCC  specimens","Homo sapiens","disease state: tumor","OSCC tissues were surgical dissected and immediately froze in liquid nitrogen until use","None","total RNA","Total RNA was isolated from tissue using the Qiagen RNeasy Mini Kit (Qiagen, Germantown, MD, USA) according to the manufacturer’s protocol.","biotin","As per manufacturer (Affymetrix)","9606","As per manufacturer (Affymetrix)","Affymetrix Gene ChIP Scanner 3000","patient with OSCC","Data were processed using Partek software. Gene level expression were summarized from the corrected intensities and then quantile normalized.","probe group file: HuEx-1_0-st-v2.r2.pgf","meta-probeset file: HuEx-1_0-st-v2.r2.dt1.hg18.core.mps","GPL5175","Chien-Hua,,Peng","Chang Gung Memorial Hospital ","No. 5, Fu-Hsing ST.","Taoyuan","33305","Taiwan","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM616nnn/GSM616647/suppl/GSM616647.CEL.gz","17881","tumor"
"GSM616648","OSCC tumor_4015T","GSM616648","Public on Sep 01 2011","Nov 03 2010","Sep 01 2011","RNA","1","OSCC  specimens","Homo sapiens","disease state: tumor","OSCC tissues were surgical dissected and immediately froze in liquid nitrogen until use","None","total RNA","Total RNA was isolated from tissue using the Qiagen RNeasy Mini Kit (Qiagen, Germantown, MD, USA) according to the manufacturer’s protocol.","biotin","As per manufacturer (Affymetrix)","9606","As per manufacturer (Affymetrix)","Affymetrix Gene ChIP Scanner 3000","patient with OSCC","Data were processed using Partek software. Gene level expression were summarized from the corrected intensities and then quantile normalized.","probe group file: HuEx-1_0-st-v2.r2.pgf","meta-probeset file: HuEx-1_0-st-v2.r2.dt1.hg18.core.mps","GPL5175","Chien-Hua,,Peng","Chang Gung Memorial Hospital ","No. 5, Fu-Hsing ST.","Taoyuan","33305","Taiwan","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM616nnn/GSM616648/suppl/GSM616648.CEL.gz","17881","tumor"
"GSM616649","OSCC tumor_4032T","GSM616649","Public on Sep 01 2011","Nov 03 2010","Sep 01 2011","RNA","1","OSCC  specimens","Homo sapiens","disease state: tumor","OSCC tissues were surgical dissected and immediately froze in liquid nitrogen until use","None","total RNA","Total RNA was isolated from tissue using the Qiagen RNeasy Mini Kit (Qiagen, Germantown, MD, USA) according to the manufacturer’s protocol.","biotin","As per manufacturer (Affymetrix)","9606","As per manufacturer (Affymetrix)","Affymetrix Gene ChIP Scanner 3000","patient with OSCC","Data were processed using Partek software. Gene level expression were summarized from the corrected intensities and then quantile normalized.","probe group file: HuEx-1_0-st-v2.r2.pgf","meta-probeset file: HuEx-1_0-st-v2.r2.dt1.hg18.core.mps","GPL5175","Chien-Hua,,Peng","Chang Gung Memorial Hospital ","No. 5, Fu-Hsing ST.","Taoyuan","33305","Taiwan","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM616nnn/GSM616649/suppl/GSM616649.CEL.gz","17881","tumor"
"GSM616650","OSCC tumor_4041T","GSM616650","Public on Sep 01 2011","Nov 03 2010","Sep 01 2011","RNA","1","OSCC  specimens","Homo sapiens","disease state: tumor","OSCC tissues were surgical dissected and immediately froze in liquid nitrogen until use","None","total RNA","Total RNA was isolated from tissue using the Qiagen RNeasy Mini Kit (Qiagen, Germantown, MD, USA) according to the manufacturer’s protocol.","biotin","As per manufacturer (Affymetrix)","9606","As per manufacturer (Affymetrix)","Affymetrix Gene ChIP Scanner 3000","patient with OSCC","Data were processed using Partek software. Gene level expression were summarized from the corrected intensities and then quantile normalized.","probe group file: HuEx-1_0-st-v2.r2.pgf","meta-probeset file: HuEx-1_0-st-v2.r2.dt1.hg18.core.mps","GPL5175","Chien-Hua,,Peng","Chang Gung Memorial Hospital ","No. 5, Fu-Hsing ST.","Taoyuan","33305","Taiwan","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM616nnn/GSM616650/suppl/GSM616650.CEL.gz","17881","tumor"
"GSM616651","OSCC tumor_4043T","GSM616651","Public on Sep 01 2011","Nov 03 2010","Sep 01 2011","RNA","1","OSCC  specimens","Homo sapiens","disease state: tumor","OSCC tissues were surgical dissected and immediately froze in liquid nitrogen until use","None","total RNA","Total RNA was isolated from tissue using the Qiagen RNeasy Mini Kit (Qiagen, Germantown, MD, USA) according to the manufacturer’s protocol.","biotin","As per manufacturer (Affymetrix)","9606","As per manufacturer (Affymetrix)","Affymetrix Gene ChIP Scanner 3000","patient with OSCC","Data were processed using Partek software. Gene level expression were summarized from the corrected intensities and then quantile normalized.","probe group file: HuEx-1_0-st-v2.r2.pgf","meta-probeset file: HuEx-1_0-st-v2.r2.dt1.hg18.core.mps","GPL5175","Chien-Hua,,Peng","Chang Gung Memorial Hospital ","No. 5, Fu-Hsing ST.","Taoyuan","33305","Taiwan","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM616nnn/GSM616651/suppl/GSM616651.CEL.gz","17881","tumor"
"GSM616652","OSCC tumor_4052T","GSM616652","Public on Sep 01 2011","Nov 03 2010","Sep 01 2011","RNA","1","OSCC  specimens","Homo sapiens","disease state: tumor","OSCC tissues were surgical dissected and immediately froze in liquid nitrogen until use","None","total RNA","Total RNA was isolated from tissue using the Qiagen RNeasy Mini Kit (Qiagen, Germantown, MD, USA) according to the manufacturer’s protocol.","biotin","As per manufacturer (Affymetrix)","9606","As per manufacturer (Affymetrix)","Affymetrix Gene ChIP Scanner 3000","patient with OSCC","Data were processed using Partek software. Gene level expression were summarized from the corrected intensities and then quantile normalized.","probe group file: HuEx-1_0-st-v2.r2.pgf","meta-probeset file: HuEx-1_0-st-v2.r2.dt1.hg18.core.mps","GPL5175","Chien-Hua,,Peng","Chang Gung Memorial Hospital ","No. 5, Fu-Hsing ST.","Taoyuan","33305","Taiwan","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM616nnn/GSM616652/suppl/GSM616652.CEL.gz","17881","tumor"
"GSM616653","OSCC tumor_4058T","GSM616653","Public on Sep 01 2011","Nov 03 2010","Sep 01 2011","RNA","1","OSCC  specimens","Homo sapiens","disease state: tumor","OSCC tissues were surgical dissected and immediately froze in liquid nitrogen until use","None","total RNA","Total RNA was isolated from tissue using the Qiagen RNeasy Mini Kit (Qiagen, Germantown, MD, USA) according to the manufacturer’s protocol.","biotin","As per manufacturer (Affymetrix)","9606","As per manufacturer (Affymetrix)","Affymetrix Gene ChIP Scanner 3000","patient with OSCC","Data were processed using Partek software. Gene level expression were summarized from the corrected intensities and then quantile normalized.","probe group file: HuEx-1_0-st-v2.r2.pgf","meta-probeset file: HuEx-1_0-st-v2.r2.dt1.hg18.core.mps","GPL5175","Chien-Hua,,Peng","Chang Gung Memorial Hospital ","No. 5, Fu-Hsing ST.","Taoyuan","33305","Taiwan","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM616nnn/GSM616653/suppl/GSM616653.CEL.gz","17881","tumor"
"GSM616654","OSCC tumor_4060T","GSM616654","Public on Sep 01 2011","Nov 03 2010","Sep 01 2011","RNA","1","OSCC  specimens","Homo sapiens","disease state: tumor","OSCC tissues were surgical dissected and immediately froze in liquid nitrogen until use","None","total RNA","Total RNA was isolated from tissue using the Qiagen RNeasy Mini Kit (Qiagen, Germantown, MD, USA) according to the manufacturer’s protocol.","biotin","As per manufacturer (Affymetrix)","9606","As per manufacturer (Affymetrix)","Affymetrix Gene ChIP Scanner 3000","patient with OSCC","Data were processed using Partek software. Gene level expression were summarized from the corrected intensities and then quantile normalized.","probe group file: HuEx-1_0-st-v2.r2.pgf","meta-probeset file: HuEx-1_0-st-v2.r2.dt1.hg18.core.mps","GPL5175","Chien-Hua,,Peng","Chang Gung Memorial Hospital ","No. 5, Fu-Hsing ST.","Taoyuan","33305","Taiwan","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM616nnn/GSM616654/suppl/GSM616654.CEL.gz","17881","tumor"
"GSM616655","OSCC tumor_4081T","GSM616655","Public on Sep 01 2011","Nov 03 2010","Sep 01 2011","RNA","1","OSCC  specimens","Homo sapiens","disease state: tumor","OSCC tissues were surgical dissected and immediately froze in liquid nitrogen until use","None","total RNA","Total RNA was isolated from tissue using the Qiagen RNeasy Mini Kit (Qiagen, Germantown, MD, USA) according to the manufacturer’s protocol.","biotin","As per manufacturer (Affymetrix)","9606","As per manufacturer (Affymetrix)","Affymetrix Gene ChIP Scanner 3000","patient with OSCC","Data were processed using Partek software. Gene level expression were summarized from the corrected intensities and then quantile normalized.","probe group file: HuEx-1_0-st-v2.r2.pgf","meta-probeset file: HuEx-1_0-st-v2.r2.dt1.hg18.core.mps","GPL5175","Chien-Hua,,Peng","Chang Gung Memorial Hospital ","No. 5, Fu-Hsing ST.","Taoyuan","33305","Taiwan","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM616nnn/GSM616655/suppl/GSM616655.CEL.gz","17881","tumor"
"GSM616656","OSCC tumor_4130T","GSM616656","Public on Sep 01 2011","Nov 03 2010","Sep 01 2011","RNA","1","OSCC  specimens","Homo sapiens","disease state: tumor","OSCC tissues were surgical dissected and immediately froze in liquid nitrogen until use","None","total RNA","Total RNA was isolated from tissue using the Qiagen RNeasy Mini Kit (Qiagen, Germantown, MD, USA) according to the manufacturer’s protocol.","biotin","As per manufacturer (Affymetrix)","9606","As per manufacturer (Affymetrix)","Affymetrix Gene ChIP Scanner 3000","patient with OSCC","Data were processed using Partek software. Gene level expression were summarized from the corrected intensities and then quantile normalized.","probe group file: HuEx-1_0-st-v2.r2.pgf","meta-probeset file: HuEx-1_0-st-v2.r2.dt1.hg18.core.mps","GPL5175","Chien-Hua,,Peng","Chang Gung Memorial Hospital ","No. 5, Fu-Hsing ST.","Taoyuan","33305","Taiwan","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM616nnn/GSM616656/suppl/GSM616656.CEL.gz","17881","tumor"
